"V2.1","V2.2","V2.3","V2.4","V2.5","V3.1","V3.2","V3.3","V3.4","V3.5","V4.1","V4.2","V4.3","V4.4","V4.5","V5.1","V5.2","V5.3","V5.4","V5.5","target"
"0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","3"
"0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","3"
"0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","2"
"0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","2"
"0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","3"
"0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","3"
"0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","3"
"0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","2"
"0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","3"
"0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","3"
"0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","3"
"0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","3"
"0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","2"
"0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","2"
"0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","2"
"0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","2"
"0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","2"
"0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","2"
"0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","2"
"0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","2"
"0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","2"
"0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","2"
"0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","2"
"0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","2"
"0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","2"
"0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1"
"0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","3"
"0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","2"
"0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","2"
"0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1"
"0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","3"
"0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","3"
"0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","2"
"0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","2"
"0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","3"
"0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","3"
"0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","3"
"0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","2"
"0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","2"
"0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","2"
"0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","2"
"0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","2"
"0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","2"
"0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","2"
"0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","2"
"0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1"
"0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","3"
"0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","3"
"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","2"
"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1"
"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","3"
"0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","3"
"0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2"
"0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2"
"0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","2"
"0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1"
"0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","3"
"0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2"
"0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1"
"0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","3"
"0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","3"
"0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","3"
"0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2"
"0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3"
"0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","3"
"0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","3"
"0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3"
"0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","3"
"0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3"
"0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","3"
"0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","3"
"0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","3"
"0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","3"
"0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","3"
"0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","3"
"0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","3"
"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","2"
"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2"
"0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1"
"0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","3"
"0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","3"
"0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","3"
"0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","3"
"0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","2"
"0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","3"
"0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","3"
"0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","3"
"0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","2"
"0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","3"
"0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","3"
"0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","3"
"0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","3"
"0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","2"
"0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","2"
"0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","2"
"0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","2"
"0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1"
"0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","3"
"0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1"
"0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","3"
"0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","3"
"0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","2"
"0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","2"
"0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","3"
"0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","3"
"0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","3"
"0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","2"
"0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","2"
"0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","2"
"0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","2"
"0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","2"
"0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","2"
"0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1"
"0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","3"
"0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","2"
"0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","3"
"0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","3"
"0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","2"
"0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","2"
"0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","2"
"0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","2"
"0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","2"
"0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1"
"0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","2"
"0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1"
"0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","3"
"0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2"
"0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2"
"0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","2"
"0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","2"
"0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1"
"0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2"
"0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2"
"0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","3"
"0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","3"
"0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","3"
"0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2"
"0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","3"
"0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","3"
"0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","3"
"0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3"
"0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","2"
"0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","3"
"0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3"
"0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","3"
"0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","3"
"0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1"
"0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","3"
"0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","3"
"0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","3"
"0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","3"
"0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","2"
"0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1"
"0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","3"
"0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","3"
"0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","2"
"0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","2"
"0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","3"
"0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","3"
"0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","3"
"0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","2"
"0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1"
"0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","3"
"0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","3"
"0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","3"
"0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","2"
"0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","2"
"0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1"
"0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","3"
"0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","3"
"0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","2"
"0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1"
"0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","3"
"0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","3"
"0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","2"
"0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","2"
"0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","2"
"0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1"
"0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","2"
"0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1"
"0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","3"
"0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","2"
"0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","2"
"0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","2"
"0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","2"
"0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","2"
"0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1"
